Accelerometer X,Accelerometer Y,Accelerometer Z
0.16,0.977,-0.008
0.16,0.984,-0.008
0.164,0.98,-0.012
0.168,0.98,-0.012
0.16,0.977,-0.012
0.16,0.984,-0.004
0.164,0.969,-0.008
0.148,0.977,-0.004
0.145,0.98,-0.008
0.148,0.98,-0.012
0.16,0.984,-0.008
0.156,0.973,-0.012
0.16,0.973,-0.016
0.16,0.977,-0.016
0.16,0.973,-0.016
0.148,0.984,-0.016
0.156,0.969,-0.016
0.152,0.977,-0.016
0.156,0.988,-0.012
0.156,0.98,-0.016
0.156,0.973,-0.016
0.16,0.98,-0.02
0.16,0.973,-0.012
0.16,0.973,-0.016
0.156,0.98,-0.012
0.145,0.984,-0.008
0.129,0.988,-0.008
0.133,0.969,0.0
0.148,0.977,-0.012
0.168,0.988,-0.012
0.184,0.969,-0.012
0.164,0.973,-0.012
0.164,0.973,-0.012
0.148,0.984,-0.023
0.152,0.973,-0.027
0.176,0.984,-0.039
0.195,0.98,-0.02
0.152,0.973,-0.012
0.094,0.961,-0.016
0.086,0.988,-0.012
0.117,0.988,-0.008
0.145,0.977,-0.012
0.148,0.98,-0.004
0.16,0.965,-0.008
0.176,0.98,-0.008
0.188,0.984,-0.016
0.199,0.973,-0.008
0.18,0.965,-0.012
0.16,0.988,-0.012
0.145,0.98,-0.008
0.148,0.973,-0.012
0.148,0.984,-0.012
0.156,0.977,-0.012
0.156,0.977,-0.012
0.164,0.977,-0.012
0.164,0.977,-0.012
0.164,0.973,-0.012
0.164,0.973,-0.016
0.164,0.977,-0.016
0.148,0.977,-0.016
0.152,0.977,-0.016
0.152,0.973,-0.016
0.148,0.98,-0.016
0.168,0.98,-0.02
0.172,0.984,-0.02
0.172,0.969,-0.016
0.164,0.969,-0.012
0.152,0.977,-0.012
0.145,0.98,-0.012
0.129,0.98,-0.008
0.141,0.98,-0.012
0.164,0.98,-0.016
0.191,0.965,-0.012
0.184,0.973,-0.016
0.168,0.977,-0.016
0.16,0.973,-0.016
0.148,0.973,-0.016
0.148,0.973,-0.016
0.156,0.984,-0.02
0.156,0.969,-0.016
0.164,0.973,-0.012
0.164,0.969,-0.012
0.168,0.973,-0.012
0.168,0.98,-0.012
0.164,0.973,-0.008
0.148,0.992,-0.008
0.16,0.973,-0.012
0.16,0.973,-0.012
0.156,0.98,-0.008
0.16,0.98,-0.012
0.16,0.977,-0.012
0.168,0.977,-0.008
0.16,0.973,-0.008
0.16,0.988,-0.012
0.16,0.98,-0.012
0.164,0.98,-0.012
0.164,0.969,-0.008
0.16,0.98,-0.012
0.16,0.973,-0.012
0.16,0.977,-0.012
0.16,0.973,-0.012
0.156,0.988,-0.008
0.156,0.969,-0.004
0.125,0.973,0.004
0.098,0.996,0.0
0.137,0.992,-0.008
0.18,0.965,-0.004
0.199,0.965,-0.008
0.176,0.984,-0.012
0.164,0.977,-0.004
0.145,0.977,-0.012
0.145,0.984,-0.016
0.172,0.961,0.0
0.172,0.977,-0.008
0.18,0.961,-0.004
0.188,0.973,0.008
0.203,0.984,-0.004
0.227,0.938,-0.008
0.203,0.938,0.016
0.168,0.988,0.016
0.148,0.996,-0.012
0.184,0.98,0.039
0.25,0.973,-0.023
0.301,0.945,-0.031
0.367,0.914,0.0
0.355,0.938,0.023
0.387,0.836,0.0
0.398,0.801,0.07
0.211,0.754,-0.008
0.141,0.719,0.02
0.109,0.613,0.008
0.07,0.555,-0.008
-0.043,0.668,-0.047
-0.086,0.797,-0.129
-0.016,0.984,-0.273
0.246,1.063,-0.27
0.375,1.184,-0.332
0.523,1.324,-0.344
0.512,1.539,-0.336
0.348,1.809,-0.355
0.191,2.148,-0.391
0.297,2.695,-0.43
0.184,2.801,-0.336
0.551,2.496,-0.199
0.84,1.246,-0.008
0.434,0.262,0.145
0.848,-0.539,0.219
0.102,-0.543,-0.086
-0.113,-0.23,-0.094
-0.121,0.191,-0.059
0.035,0.207,0.02
0.023,0.047,0.031
0.086,-0.059,0.016
0.07,-0.105,0.039
0.063,-0.109,-0.008
0.035,-0.07,-0.004
0.023,-0.008,0.043
-0.023,0.059,0.008
0.266,0.25,0.184
1.16,3.816,0.254
0.785,4.965,0.27
-0.582,2.281,-0.219
-0.168,1.676,-0.105
0.219,1.379,-0.031
0.355,1.32,-0.09
0.316,0.703,-0.023
0.191,0.559,-0.023
0.086,0.543,-0.008
0.004,0.957,-0.043
0.047,1.02,0.02
0.09,0.898,0.016
0.215,1.074,-0.004
0.25,1.059,0.023
0.203,0.898,0.016
0.156,0.902,0.016
0.152,0.934,0.004
0.25,0.918,0.0
0.293,0.855,0.0
0.266,0.832,-0.008
0.27,0.789,-0.035
0.266,0.738,-0.02
0.211,0.742,0.039
0.172,0.707,0.059
0.117,0.711,-0.023
0.09,0.609,0.039
0.066,0.508,-0.09
0.074,0.742,-0.113
0.152,1.07,-0.133
0.207,1.254,-0.242
0.352,1.293,-0.254
0.332,1.371,-0.32
0.355,1.824,-0.367
0.223,2.246,-0.336
-0.004,2.551,-0.402
0.121,2.668,-0.34
0.465,2.574,-0.379
0.793,1.859,-0.066
0.602,0.73,0.016
0.148,-0.039,0.094
0.52,-0.605,0.102
-0.055,-0.434,-0.055
-0.078,-0.141,-0.051
0.008,0.277,-0.059
0.039,0.195,-0.004
-0.004,0.027,-0.02
0.043,-0.055,0.012
0.016,-0.063,-0.023
0.004,-0.078,0.027
0.027,-0.047,0.047
-0.02,0.031,0.086
0.145,0.195,0.078
0.984,2.777,-0.117
1.715,5.703,-0.047
-0.387,2.367,-0.238
-0.086,1.863,-0.141
0.148,1.367,-0.094
0.355,1.219,0.059
0.34,0.766,0.055
0.07,0.441,-0.027
-0.055,0.27,-0.082
0.125,0.539,-0.074
0.324,1.133,0.008
0.23,1.285,-0.004
0.195,0.996,-0.004
0.184,0.887,-0.039
0.133,1.008,-0.027
0.207,1.051,-0.023
0.293,0.949,0.004
0.316,0.84,0.031
0.336,0.758,0.027
0.207,0.742,0.0
0.199,0.625,0.031
0.043,0.551,-0.016
0.039,0.602,0.008
-0.078,0.738,-0.035
-0.063,0.793,-0.055
0.082,0.742,-0.07
0.246,1.094,-0.18
0.352,1.168,-0.078
0.293,1.602,-0.172
0.355,1.898,-0.164
0.168,2.063,-0.172
-0.258,2.645,-0.301
-0.09,2.902,-0.277
0.379,2.813,-0.207
0.785,2.035,-0.102
0.668,0.758,0.02
0.621,-0.207,0.0
0.219,-0.578,0.059
-0.336,-0.445,-0.133
-0.23,0.082,-0.137
0.039,0.281,-0.02
0.207,0.176,0.031
0.102,-0.023,-0.016
-0.012,-0.117,0.004
-0.066,-0.086,-0.047
-0.004,-0.066,-0.004
0.039,-0.039,0.047
0.098,0.02,0.027
0.07,-0.008,0.176
0.242,0.359,-0.238
0.492,3.902,0.207
0.418,4.598,-0.238
-0.066,2.449,0.02
-0.16,1.793,-0.133
0.082,1.105,-0.023
0.258,0.809,0.07
0.242,0.449,0.035
0.172,0.324,0.078
0.191,0.598,0.059
0.156,1.121,-0.004
0.043,1.145,-0.012
-0.043,0.98,-0.012
-0.008,0.98,0.02
0.035,0.973,0.0
0.105,0.977,-0.047
0.246,0.996,-0.008
0.348,1.004,0.027
0.367,0.996,-0.051
0.367,0.98,-0.004
0.367,1.023,-0.039
0.473,1.059,-0.082
0.68,0.918,0.055
0.332,0.898,-0.113
0.328,0.816,-0.094
0.336,0.805,-0.031
0.219,0.855,-0.082
-0.063,0.77,-0.035
-0.172,0.836,-0.105
0.051,0.938,-0.012
0.418,0.934,-0.043
0.492,0.969,0.008
0.348,1.004,0.137
0.293,0.969,0.105
0.352,1.0,0.086
0.379,0.91,0.129
0.316,0.859,0.117
0.348,0.945,0.063
0.406,0.867,0.063
0.355,0.809,0.031
0.309,0.949,0.059
0.344,0.879,0.066
0.191,0.781,-0.047
0.238,1.188,0.027
0.449,1.121,0.035
0.344,1.008,-0.027
0.211,1.0,0.008
0.258,0.895,0.012
0.277,0.902,0.02
0.25,0.914,0.02
0.227,0.922,0.023
0.254,0.977,0.016
0.195,1.012,0.004
0.148,0.996,-0.004
0.168,0.945,-0.004
0.199,0.977,0.004
0.191,0.969,0.008
0.191,0.98,0.004
0.199,1.0,-0.012
0.195,0.98,0.0
0.199,0.965,-0.004
0.195,0.965,0.0
0.195,0.961,-0.008
0.18,0.961,0.012
0.152,1.004,0.012
0.145,0.988,0.023
0.141,0.977,0.023
0.16,0.965,0.031
0.168,0.973,0.027
0.195,0.973,0.02
0.199,0.965,0.02
0.207,0.98,0.023
0.199,0.969,0.023
0.188,0.988,0.012
0.176,0.973,0.02
0.168,0.973,0.031
0.141,0.965,0.031
0.098,0.984,0.035
0.063,1.008,0.043
0.094,1.016,0.02
0.168,0.953,0.023
0.203,0.949,0.012
0.199,0.969,0.012
0.156,1.008,0.012
0.133,0.996,0.016
0.121,0.973,0.016
0.133,0.965,0.016
0.145,0.98,0.016
0.141,0.988,0.023
0.152,0.988,0.016
0.152,0.973,0.02
0.152,0.992,0.016
0.145,0.977,0.02
0.133,0.977,0.016
0.133,0.977,0.012
0.129,0.988,0.008
0.141,0.969,0.004
0.145,0.98,0.012
0.145,0.984,0.0
0.148,0.973,0.0
0.137,0.988,0.004
0.141,0.977,-0.004
0.141,0.969,0.0
0.133,0.992,0.004
0.141,0.977,0.0
0.137,0.973,0.008
0.137,0.969,0.008
0.145,0.98,0.02
0.148,0.992,0.012
0.156,0.965,0.012
0.156,0.969,0.008
0.156,0.98,0.008
0.145,0.977,0.012
0.129,0.988,0.02
0.121,0.984,0.016
0.109,0.984,0.012
0.121,0.984,0.016
0.168,0.973,0.016
0.176,0.98,0.0
0.164,0.973,0.004
0.137,0.988,0.004
0.133,0.98,0.004
0.125,0.984,0.004
0.129,0.98,0.012
0.148,0.98,0.008
0.156,0.973,0.012
0.156,0.977,0.016
0.148,0.973,0.016
0.145,0.984,0.008
0.148,0.969,0.016
0.133,0.984,0.016
0.133,0.988,0.004
0.137,0.984,0.0
0.148,0.977,0.012
0.137,0.977,0.0
0.137,0.984,0.0
0.145,0.98,0.0
0.133,0.977,-0.004
0.137,0.98,-0.008
0.137,0.984,-0.004
0.145,0.984,-0.012
0.148,0.969,-0.012
0.145,0.984,-0.004
0.137,0.973,-0.004
0.125,0.988,-0.004
0.117,0.98,-0.008
0.102,0.992,-0.008
0.121,0.984,-0.008
0.125,0.988,-0.008
0.113,0.973,-0.004
0.113,0.984,-0.008
0.094,0.988,0.004
0.09,0.98,-0.004
0.09,0.98,-0.004
0.082,0.992,-0.004
0.098,0.988,-0.012
0.125,0.984,-0.012
0.145,0.973,-0.012
0.141,0.977,-0.004
0.109,0.992,-0.008
0.109,0.992,-0.012
0.105,0.984,-0.004
0.117,0.984,-0.004
0.125,0.988,-0.012
0.129,0.988,-0.012
0.129,0.973,-0.004
0.133,0.984,-0.004
0.137,0.984,0.004
0.129,0.996,-0.004
0.125,0.988,0.0
0.133,0.988,0.004
0.129,0.969,0.0
0.125,0.977,-0.012
0.121,0.98,-0.004
0.133,0.977,-0.008
0.145,0.98,0.0
0.145,0.973,-0.008
0.148,0.98,-0.004
0.145,0.984,-0.004
0.133,0.988,0.0
0.137,0.984,-0.012
0.141,0.973,-0.004
0.141,0.977,-0.008
0.141,0.984,0.008
0.145,0.984,0.004
0.145,0.984,0.0
0.148,0.988,-0.008
0.145,0.973,0.0
0.141,0.977,-0.008
0.148,0.988,-0.008
0.148,0.973,-0.004
0.129,0.984,0.0
0.129,0.984,-0.008
0.133,0.984,0.0
0.125,0.984,-0.008
0.145,0.973,0.0
0.156,0.977,-0.008
0.16,0.973,-0.008
0.145,0.98,-0.008
0.137,0.992,-0.004
0.145,0.984,0.0
0.152,0.973,-0.004
0.145,0.977,0.0
0.152,0.988,-0.004
0.145,0.973,-0.008
0.148,0.988,-0.004
0.141,0.98,-0.004
0.141,0.984,-0.004
0.145,0.98,-0.004
0.133,0.98,-0.008
0.125,0.984,0.0
0.137,0.98,0.0
0.129,0.98,-0.008
0.129,0.988,-0.008
0.129,0.973,-0.012
0.129,0.988,-0.008
0.148,0.988,-0.008
0.16,0.969,-0.004
0.145,0.98,-0.012
0.129,0.984,-0.008
0.137,0.984,-0.012
0.125,0.984,-0.008
0.129,0.977,0.0
0.129,0.988,-0.004
0.133,0.988,-0.004
0.137,0.969,0.0
0.133,0.984,0.0
0.145,0.984,0.004
0.145,0.984,-0.004
0.129,0.969,0.008
0.125,0.988,0.008
0.117,0.988,-0.004
0.117,0.98,0.0
0.121,0.98,0.0
0.137,0.984,-0.008
0.152,0.98,0.0
0.148,0.969,-0.004
0.129,0.984,-0.008
0.129,0.988,-0.008
0.141,0.98,0.0
0.141,0.973,0.0
0.141,0.984,-0.004
0.137,0.984,0.004
0.141,0.98,0.0
0.133,0.977,0.004
0.141,0.984,-0.004
0.145,0.977,0.004
0.137,0.977,0.0
0.129,0.988,0.004
0.141,0.977,0.0
0.137,0.98,-0.004
0.129,0.98,0.0
0.129,0.973,0.0
0.133,0.992,0.0
0.129,0.98,-0.004
0.125,0.973,-0.004
0.125,0.98,0.0
0.125,0.984,0.0
0.133,0.98,-0.004
0.148,0.988,0.0
0.141,0.973,0.0
0.133,0.988,0.004
0.133,0.988,0.0
0.129,0.984,0.0
0.125,0.988,0.0
0.133,0.98,-0.008
0.133,0.98,0.004
0.137,0.98,0.0
0.137,0.984,0.0
0.129,0.988,0.004
0.133,0.973,0.004
0.145,0.984,0.012
0.137,0.98,0.004
0.148,0.977,0.008
0.148,0.98,0.008
0.141,0.98,0.012
0.137,0.977,0.012
0.117,0.984,0.012
0.117,0.992,0.004
0.129,0.969,0.008
0.133,0.98,-0.004
0.156,0.984,0.0
0.164,0.969,-0.004
0.152,0.992,0.0
0.137,0.98,0.0
0.125,0.984,0.004
0.125,0.977,0.004
0.129,0.984,0.008
0.133,0.977,0.0
0.145,0.977,0.004
0.141,0.984,0.008
0.137,0.977,0.008
0.129,0.98,0.012
0.129,0.988,0.0
0.133,0.977,0.004
0.137,0.988,0.004
0.129,0.98,0.004
0.133,0.98,0.0
0.141,0.992,0.004
0.137,0.988,0.0
0.125,0.977,0.012
0.125,0.98,0.004
0.129,0.984,0.012
0.121,0.984,0.008
0.129,0.984,0.016
0.129,0.98,0.004
0.129,0.98,0.004
0.129,0.977,0.0
0.137,0.984,-0.004
0.145,0.98,-0.004
0.141,0.98,0.004
0.133,0.977,0.004
0.129,0.977,-0.004
0.125,0.996,0.004
0.129,0.973,0.004
0.129,0.977,0.004
0.137,0.984,0.016
0.137,0.98,0.008
0.129,0.98,0.012
0.129,0.984,0.016
0.133,0.984,0.008
0.137,0.984,0.012
0.129,0.977,0.012
0.121,0.992,0.016
0.117,0.992,0.012
0.121,0.973,0.016
0.121,0.984,0.012
0.141,0.984,0.004
0.145,0.984,0.008
0.137,0.984,0.004
0.129,0.988,0.008
0.133,0.973,0.004
0.133,0.98,0.004
0.133,0.977,0.004
0.133,0.98,0.004
0.145,0.984,0.016
0.133,0.988,0.0
0.133,0.973,0.012
0.133,0.984,0.012
0.137,0.98,0.016
0.125,0.98,0.012
0.133,0.984,0.012
0.148,0.977,0.02
0.152,0.988,0.008
0.152,0.969,0.012
0.141,0.988,0.004
0.121,0.992,0.0
0.117,0.965,0.0
0.121,0.988,0.004
0.102,0.984,0.012
0.102,0.988,-0.004
0.102,0.98,0.008
0.117,0.988,0.0
0.141,0.969,0.008
0.156,0.98,0.012
0.148,0.984,0.008
0.145,0.973,0.004
0.129,0.988,0.004
0.129,0.988,0.0
0.117,0.984,0.0
0.125,0.973,0.008
0.133,0.98,0.004
0.141,0.984,0.008
0.145,0.977,0.008
0.145,0.977,0.012
0.145,0.984,0.004
0.141,0.984,0.004
0.141,0.977,0.004
0.137,0.977,0.012
0.109,0.988,0.016
0.113,0.988,0.012
0.117,0.977,0.012
0.121,0.969,0.012
0.145,0.996,0.004
0.152,0.988,0.0
0.137,0.977,0.004
0.125,0.969,0.008
0.125,0.984,0.004
0.125,0.98,0.012
0.129,0.98,0.016
0.133,0.98,0.008
0.141,0.969,0.012
0.129,0.988,0.012
0.133,0.98,0.008
0.133,0.984,0.008
0.133,0.98,0.004
0.129,0.988,0.008
0.129,0.98,0.0
0.129,0.988,0.0
0.141,0.984,0.0
0.125,0.984,0.004
0.133,0.988,0.0
0.141,0.98,0.004
0.129,0.977,0.008
0.133,0.977,0.012
0.129,0.98,0.012
0.133,0.977,0.012
0.129,0.984,0.012
0.121,0.98,0.008
0.121,0.988,0.016
0.129,0.98,0.012
0.133,0.984,0.004
0.145,0.98,0.012
0.148,0.984,0.0
0.145,0.977,0.004
0.133,0.988,-0.008
0.121,0.988,0.0
0.117,0.988,0.0
0.121,0.977,0.0
0.125,0.988,0.0
0.145,0.973,0.0
0.148,0.984,0.012
0.152,0.977,0.012
0.145,0.984,0.008
0.133,0.984,0.008
0.141,0.977,0.016
0.137,0.973,0.02
0.117,0.988,0.02
0.105,0.992,0.012
0.113,0.984,0.004
0.141,0.98,0.004
0.168,0.973,0.0
0.16,0.973,0.012
0.137,0.988,0.008
0.121,0.984,0.004
0.113,0.984,0.004
0.133,0.973,0.008
0.133,0.98,0.012
0.145,0.984,0.016
0.152,0.984,0.012
0.145,0.977,0.004
0.141,0.98,0.008
0.137,0.977,0.004
0.145,1.0,0.016
0.141,0.977,0.016
0.129,0.977,0.012
0.117,0.992,0.012
0.117,0.984,0.016
0.113,0.977,0.012
0.117,0.988,0.004
0.148,0.98,0.004
0.16,0.969,0.004
0.156,0.973,0.004
0.137,0.984,0.0
0.117,0.992,0.012
0.109,0.977,0.004
0.109,0.984,0.008
0.125,0.984,0.012
0.129,0.988,0.004
0.145,0.98,0.004
0.145,0.98,0.004
0.125,0.988,0.008
0.125,0.984,0.004
0.129,0.98,0.008
0.133,0.984,0.012
0.125,0.973,0.016
0.125,0.988,0.0
0.137,0.977,0.012
0.137,0.977,0.016
0.152,0.977,0.016
0.152,0.973,0.012
0.117,0.984,0.012
0.09,0.992,0.004
0.117,0.992,0.004
0.152,0.969,0.0
0.164,0.965,0.0
0.141,0.98,0.0
0.125,0.988,0.0
0.125,0.977,0.004
0.125,0.988,0.012
0.148,0.973,0.008
0.156,0.969,0.004
0.145,0.965,0.0
0.129,0.969,-0.004
0.09,0.965,-0.004
0.094,0.977,-0.008
0.09,0.988,-0.008
0.098,0.953,-0.008
0.156,0.961,-0.012
0.176,0.953,-0.035
0.148,0.949,-0.027
0.125,0.945,0.008
0.105,1.004,0.055
0.055,0.953,0.102
0.043,0.926,0.102
0.027,1.043,0.129
0.074,1.012,0.148
0.133,1.016,0.164
0.094,1.043,0.16
0.086,0.969,0.129
0.051,0.941,0.105
0.02,0.93,0.102
0.027,0.922,0.109
0.07,0.945,0.133
0.121,0.957,0.133
0.082,1.004,0.172
0.023,1.039,0.184
0.012,1.066,0.211
0.016,1.098,0.211
-0.039,1.156,0.207
0.035,1.203,0.25
0.031,1.277,0.18
0.27,1.191,0.191
0.402,0.953,0.254
0.438,0.895,0.086
0.355,0.992,-0.035
0.207,1.145,0.094
0.164,0.992,0.152
0.172,0.734,0.07
0.102,0.699,-0.027
0.035,0.641,-0.07
0.023,0.668,-0.09
-0.004,0.668,-0.172
-0.059,0.617,-0.156
-0.234,0.723,-0.164
-0.051,1.07,-0.004
0.215,1.848,-0.086
-0.531,1.438,-0.23
-0.371,0.805,-0.426
0.883,1.883,0.105
0.773,0.863,-0.012
0.148,0.766,-0.113
0.25,1.066,0.0
0.473,0.977,0.012
0.297,0.863,-0.063
0.141,0.77,-0.027
0.023,0.758,0.027
0.031,0.645,0.059
0.086,0.543,0.066
0.199,0.746,0.09
0.223,1.012,-0.004
0.102,1.184,-0.012
-0.363,1.141,0.109
-0.477,1.176,-0.004
0.332,1.352,0.059
0.703,1.02,0.145
0.559,1.262,0.336
0.543,1.656,-0.012
0.32,1.574,-0.016
0.063,1.02,-0.016
0.0,0.563,0.039
0.07,0.461,0.078
0.117,0.379,-0.035
0.066,0.473,-0.059
-0.105,0.434,-0.16
-0.195,0.559,-0.285
-0.16,0.969,-0.031
0.207,1.805,0.0
-0.266,1.766,-0.289
0.406,1.789,-0.105
0.445,1.277,0.035
0.289,0.453,-0.156
0.23,0.949,0.023
0.484,1.207,0.07
0.371,0.945,-0.035
0.211,0.711,-0.07
0.121,0.684,-0.039
0.012,0.613,-0.043
-0.027,0.602,0.004
0.035,0.652,0.086
0.266,0.879,0.129
0.227,1.09,0.074
-0.145,1.059,0.102
-0.59,1.043,0.156
0.105,1.398,0.219
0.773,1.383,0.004
0.719,1.188,0.504
0.633,1.441,0.02
0.422,1.402,-0.055
0.137,1.266,-0.004
0.035,0.73,0.027
0.031,0.484,0.047
0.074,0.387,-0.035
0.129,0.398,-0.055
0.152,0.5,-0.066
-0.008,0.551,-0.145
-0.223,0.73,-0.273
-0.148,1.035,0.004
0.145,1.949,-0.02
-0.457,1.641,-0.211
-0.559,0.746,-0.367
1.094,1.852,0.086
1.031,1.133,0.066
0.238,1.004,-0.125
0.297,1.023,0.0
0.426,0.816,-0.031
0.102,0.684,-0.078
-0.063,0.664,-0.063
-0.188,0.598,0.047
-0.082,0.441,0.074
0.055,0.594,0.105
0.203,1.031,-0.008
0.328,1.133,-0.043
-0.148,1.188,0.063
-0.66,1.133,0.082
0.332,1.301,0.199
0.898,1.293,0.094
0.656,1.344,0.348
0.637,1.727,-0.031
0.398,1.527,0.027
0.078,0.965,0.02
0.059,0.434,0.055
0.141,0.277,-0.016
0.152,0.203,-0.215
-0.125,0.309,-0.098
-0.414,0.371,-0.125
-0.5,0.75,-0.258
-0.148,1.32,0.215
0.34,2.559,0.109
-0.641,1.258,-0.102
0.184,1.156,-0.414
1.059,1.609,0.105
0.625,0.707,-0.164
0.262,0.84,-0.109
0.52,0.891,0.059
0.402,0.805,0.008
0.18,0.652,-0.035
0.074,0.68,-0.035
0.012,0.742,-0.016
-0.121,0.703,0.039
-0.137,0.762,0.039
0.012,0.926,0.0
0.137,1.148,0.004
-0.23,1.008,0.148
-0.195,1.242,0.113
0.613,1.547,-0.07
0.656,1.238,0.434
0.57,1.52,0.0
0.414,1.492,-0.098
0.246,1.309,0.027
0.16,0.719,-0.051
0.137,0.414,-0.004
0.008,0.289,-0.031
0.012,0.25,-0.043
0.063,0.43,-0.086
-0.051,0.637,-0.176
-0.281,0.977,-0.242
-0.02,1.074,0.051
0.227,2.504,-0.113
-0.301,0.887,-0.086
0.977,2.109,0.016
0.695,0.82,-0.074
0.219,0.746,-0.07
0.156,1.059,-0.023
0.352,0.98,0.004
0.27,0.805,-0.043
0.313,0.594,-0.055
0.156,0.523,-0.023
0.004,0.617,0.004
-0.207,0.824,0.055
-0.145,0.82,0.074
0.25,0.941,0.094
0.109,1.098,0.008
-0.422,1.039,0.109
0.016,1.277,0.117
0.52,1.273,-0.051
0.594,1.371,0.359
0.563,1.676,0.066
0.512,1.543,-0.004
0.289,1.176,-0.012
0.133,0.789,0.043
0.199,0.488,0.102
0.191,0.391,0.051
0.109,0.406,-0.02
0.105,0.527,0.0
0.047,0.418,-0.121
0.012,0.387,-0.168
-0.047,0.82,-0.172
0.133,1.66,0.02
-0.156,2.043,-0.293
-0.438,1.191,-0.352
0.699,2.184,0.051
0.551,0.703,-0.051
0.281,0.598,-0.117
0.289,0.898,0.039
0.465,1.156,0.047
0.395,0.938,-0.031
0.297,0.789,-0.039
0.184,0.777,0.0
0.066,0.77,-0.055
-0.012,0.691,-0.039
-0.109,0.668,0.008
-0.117,0.723,0.055
0.094,0.805,0.074
0.301,1.027,0.043
-0.016,0.969,0.07
-0.348,1.109,0.059
0.012,1.32,0.16
0.293,1.402,-0.066
0.555,1.043,0.125
0.586,1.297,0.281
0.578,1.48,-0.035
0.242,1.469,-0.031
0.063,1.055,-0.012
0.023,0.746,0.07
0.105,0.598,0.086
0.191,0.508,0.016
0.188,0.57,-0.016
0.164,0.605,-0.023
0.063,0.434,-0.055
-0.02,0.484,-0.129
-0.059,0.816,-0.168
0.148,1.535,0.055
-0.234,1.996,-0.258
-0.465,1.156,-0.289
0.781,2.188,-0.012
0.688,0.91,0.059
0.191,0.461,-0.164
0.152,0.828,-0.023
0.543,1.141,0.094
0.488,0.961,-0.039
0.324,0.813,-0.031
0.176,0.832,0.008
0.031,0.801,0.012
-0.02,0.715,0.0
-0.09,0.695,0.039
-0.086,0.789,0.051
0.023,0.914,0.063
0.188,0.961,-0.004
-0.016,0.973,0.07
-0.207,1.195,0.066
0.203,1.422,0.129
0.16,1.348,-0.074
0.469,1.063,0.246
0.676,1.145,0.258
0.504,1.246,-0.02
0.23,1.328,-0.105
0.164,1.086,0.063
0.113,0.777,0.031
0.09,0.613,0.055
0.16,0.605,-0.023
0.188,0.625,-0.023
0.105,0.68,-0.074
0.063,0.516,-0.113
-0.145,0.602,-0.211
-0.219,0.723,-0.188
0.059,1.109,-0.074
0.047,2.078,-0.262
-0.352,1.195,-0.328
0.703,2.004,-0.066
0.543,0.957,0.07
0.215,0.59,-0.086
0.109,0.934,0.043
0.395,1.059,0.086
0.418,0.98,-0.008
0.301,0.871,-0.059
0.164,0.742,-0.031
0.066,0.711,-0.035
0.02,0.773,-0.012
-0.051,0.688,0.039
-0.059,0.805,0.043
0.051,0.902,0.09
0.234,1.07,0.063
0.148,1.07,0.094
-0.336,1.004,0.125
-0.059,1.301,0.098
0.301,1.371,0.055
0.609,1.156,0.305
0.703,1.16,0.43
0.523,1.18,0.016
0.223,1.391,-0.109
0.121,1.184,0.047
0.074,0.805,0.078
0.063,0.574,0.066
0.133,0.535,-0.016
0.16,0.539,-0.043
0.125,0.645,-0.055
0.082,0.598,-0.141
-0.086,0.57,-0.133
-0.238,0.875,-0.219
0.008,1.125,0.055
0.043,1.945,-0.098
-0.586,1.453,-0.344
0.172,1.504,-0.238
0.723,1.34,0.098
0.465,0.586,-0.141
0.242,0.879,-0.078
0.355,0.969,0.027
0.41,0.91,0.031
0.281,0.746,-0.02
0.227,0.742,-0.004
0.125,0.789,0.0
-0.02,0.84,-0.016
-0.086,0.75,0.0
-0.078,0.742,0.055
0.02,0.828,0.066
0.211,0.918,0.102
0.398,1.02,0.09
0.051,0.992,0.164
-0.273,1.129,0.145
0.023,1.434,0.27
0.23,1.555,0.105
0.477,1.191,0.184
0.484,1.113,0.297
0.438,1.199,-0.051
0.27,1.48,0.027
0.281,1.105,0.039
0.113,0.719,0.121
0.051,0.508,0.004
0.102,0.414,0.016
0.148,0.422,-0.012
0.086,0.492,-0.082
-0.047,0.418,-0.137
-0.199,0.723,-0.254
0.07,1.035,0.117
0.09,2.469,-0.262
-0.547,1.5,-0.484
0.785,1.488,-0.125
0.629,1.012,0.008
0.402,0.688,-0.156
0.227,1.063,-0.012
0.336,1.117,-0.004
0.262,0.816,-0.066
0.234,0.703,-0.051
0.141,0.652,-0.039
0.039,0.625,-0.129
-0.035,0.586,-0.008
-0.082,0.578,0.094
0.063,0.895,0.133
0.332,0.973,-0.004
0.246,1.102,-0.02
-0.535,1.223,0.129
-0.051,1.363,0.242
0.586,1.496,0.066
0.715,1.16,0.395
0.797,1.52,0.125
0.59,1.492,0.012
0.27,1.375,0.047
0.035,0.777,0.039
-0.047,0.402,0.043
-0.027,0.273,-0.016
0.109,0.176,-0.031
0.109,0.289,-0.09
-0.059,0.469,-0.188
-0.242,0.922,-0.305
0.082,1.227,0.25
0.035,2.738,-0.27
-0.883,0.895,-0.207
0.895,1.43,-0.258
1.16,1.426,0.18
0.512,0.758,-0.137
0.086,0.977,-0.082
0.301,0.941,0.004
0.215,0.801,-0.098
0.141,0.672,-0.074
0.078,0.602,-0.008
0.141,0.461,0.082
0.105,0.34,0.09
0.219,0.672,0.117
0.332,1.098,0.063
