------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.9.2 date format yyyy-MM-dd at 30 Hz  -----------
Serial Number: MOS2E28230210
Start Time 14:32:00
Start Date 2025-10-09
Epoch Period (hh:mm:ss) 00:00:00
Download Time 15:43:59
Download Date 2025-10-09
Current Memory Address: 0
Current Battery Voltage: 0     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.094,0.992,0.09
0.094,0.988,0.09
0.094,0.977,0.094
0.09,0.988,0.09
0.086,0.984,0.09
0.078,0.984,0.094
0.094,0.992,0.094
0.098,0.988,0.086
0.094,0.984,0.102
0.082,0.977,0.09
0.09,0.988,0.098
0.086,0.996,0.09
0.074,0.984,0.094
0.078,0.984,0.094
0.09,0.988,0.102
0.09,0.988,0.086
0.09,0.988,0.094
0.09,0.988,0.09
0.086,0.977,0.09
0.086,0.984,0.09
0.094,0.988,0.094
0.082,0.988,0.098
0.09,0.977,0.102
0.086,0.984,0.094
0.094,0.992,0.094
0.09,0.98,0.09
0.078,0.992,0.094
0.082,0.984,0.09
0.078,0.992,0.09
0.078,0.992,0.09
0.074,0.992,0.086
0.082,0.988,0.105
0.066,0.984,0.094
0.055,0.965,0.094
0.043,0.984,0.086
0.051,1.008,0.086
0.063,0.996,0.078
0.059,0.992,0.074
0.074,0.98,0.078
0.102,0.98,0.082
0.102,0.992,0.09
0.086,0.98,0.086
0.094,0.977,0.078
0.105,0.984,0.078
0.133,0.988,0.063
0.148,0.988,0.066
0.125,0.988,0.051
0.125,0.977,0.051
0.105,0.992,0.039
0.078,0.98,0.027
0.078,0.984,0.02
0.055,1.023,0.016
0.031,0.992,0.012
0,1.004,-0.004
-0.027,0.969,0
0.004,0.941,-0.012
0.051,1.016,0
0.117,1.016,0.016
0.18,1.02,0.008
0.211,1.043,-0.004
0.223,1.008,-0.012
0.23,0.969,-0.031
0.23,0.945,-0.055
0.234,0.93,-0.07
0.207,0.93,-0.074
0.184,0.949,-0.066
0.188,0.965,-0.063
0.199,0.949,-0.066
0.191,0.922,-0.078
0.207,0.922,-0.094
0.211,0.91,-0.082
0.219,0.926,-0.102
0.207,0.918,-0.117
0.227,0.926,-0.148
0.266,0.969,-0.18
0.344,1.141,-0.133
0.164,1.164,-0.012
0.031,0.945,-0.113
-0.148,0.914,-0.113
-0.227,1.051,0.133
-0.098,1.117,0.289
0.191,1.156,0.258
0.449,1.023,0.16
0.414,0.906,0.129
0.25,0.836,0.125
0.074,0.785,0.102
-0.012,0.723,0.066
0.02,0.746,0.082
0.145,0.844,0.152
0.207,0.902,0.188
0.203,1,0.195
0.25,1.113,0.273
0.34,1.207,0.293
0.449,1.203,0.289
0.473,1.27,0.152
0.246,1.273,0.238
-0.051,1.004,0.25
-0.188,0.805,0.078
-0.051,0.984,0.074
0.23,1.477,0.129
0.188,1.34,0.254
0.191,0.992,0.133
0.105,0.609,-0.031
0.078,0.453,-0.047
0.086,0.406,-0.063
0.02,0.469,-0.086
-0.051,0.676,-0.039
0.012,1.004,-0.012
0.227,1.344,0.008
0.602,1.547,-0.023
0.859,1.215,-0.078
0.227,1.109,-0.031
-0.434,1.363,0.27
-0.492,1.238,0.191
-0.188,0.902,-0.047
0.078,0.805,0.027
0.313,0.945,0.117
0.176,0.734,0.016
-0.074,0.648,0.043
-0.117,0.621,0.105
0.031,0.68,0.137
0.301,0.805,0.156
0.43,0.859,0.121
0.316,1.023,-0.027
0.367,1.074,0.137
0.625,1.211,0.219
0.543,1.363,0.047
0.223,1.273,0.066
0.102,0.945,0.156
-0.023,0.918,0.039
0.059,1.449,0.086
0.133,1.609,0.164
0.172,1.141,0.07
0.184,0.648,-0.043
0.121,0.41,-0.07
0.141,0.32,-0.039
0.055,0.336,-0.113
-0.031,0.461,-0.121
0.027,0.758,-0.086
0.145,1.324,0.043
0.605,1.738,0.109
0.906,1.391,-0.086
0.254,1.5,-0.066
-0.258,1.344,0.238
-0.418,0.832,-0.02
-0.262,0.832,-0.008
-0.082,1.035,0.164
0.305,1.023,0.18
0.262,0.738,0.07
0.027,0.543,0.066
-0.047,0.609,0.145
0.031,0.672,0.145
0.34,0.762,0.07
0.555,0.879,0.055
0.367,1.063,0.055
0.418,1.172,0.238
0.516,1.203,0.063
0.379,1.395,-0.094
0.305,1.223,0.184
0.02,0.949,-0.004
0.078,1.355,0.078
0.16,1.59,0.125
0.133,1.227,0.086
0.137,0.691,-0.008
0.098,0.383,-0.078
0.105,0.262,-0.121
0.129,0.301,-0.125
0.152,0.453,-0.09
0.18,0.766,-0.051
0.234,1.398,0.027
0.539,1.715,0.086
0.781,1.238,-0.148
0.246,1.422,-0.105
-0.32,1.441,0.34
-0.406,0.98,0.07
-0.168,0.82,-0.102
0.008,0.977,0.102
0.297,1.074,0.215
0.289,0.867,0.137
0.07,0.551,0.047
-0.059,0.539,0.07
-0.027,0.563,0.145
0.164,0.688,0.098
0.355,0.91,0.078
0.383,1.082,0.078
0.469,1.203,0.203
0.609,1.238,0.102
0.418,1.313,-0.141
0.125,1.254,0.168
-0.078,1.008,0.109
0.043,1.234,0.055
0.152,1.527,0.109
0.148,1.25,0.074
0.184,0.813,-0.02
0.148,0.496,-0.055
0.184,0.391,-0.07
0.145,0.375,-0.094
0.094,0.34,-0.176
0.004,0.574,-0.035
0.164,0.996,0.082
0.309,1.645,0.16
0.766,1.492,0.051
0.609,1.32,-0.059
-0.109,1.637,0.188
-0.336,1.109,0.16
-0.328,0.789,-0.148
-0.211,0.859,0
0.031,1.129,0.203
0.223,0.996,0.156
0.109,0.695,0.078
0.008,0.598,0.113
0.105,0.594,0.145
0.258,0.637,0.152
0.32,0.789,0.078
0.379,0.945,0.121
0.297,1.047,0.059
0.496,1.156,0.164
0.563,1.242,0.008
0.234,1.43,0.066
0.105,1.156,0.25
0.039,0.879,0.082
0.105,1.281,0.055
0.176,1.578,0.191
0.176,1.207,0.133
0.211,0.73,0.016
0.156,0.402,-0.066
0.152,0.316,-0.094
0.133,0.344,-0.121
0.105,0.465,-0.113
0.086,0.766,0.008
0.207,1.25,0.09
0.582,1.68,0.184
0.855,1.211,-0.102
0.363,1.344,-0.043
-0.336,1.527,0.371
-0.477,1.098,0.09
-0.168,0.773,-0.094
0.023,0.84,0.082
0.238,1.082,0.242
0.219,0.816,0.117
0.02,0.598,0.066
0,0.574,0.082
0.117,0.605,0.109
0.262,0.758,0.117
0.27,0.996,0.117
0.305,1.086,0.133
0.453,1.074,0.203
0.488,1.195,0.117
0.211,1.297,0.031
0.168,1.23,0.297
0.012,1.066,0.129
-0.008,1.301,0.031
0.145,1.531,0.16
0.199,1.215,0.137
0.219,0.758,0.043
0.125,0.469,0
0.113,0.375,-0.043
0.102,0.398,-0.07
0.145,0.496,-0.125
0.195,0.699,-0.043
0.316,1.191,0.012
0.457,1.613,0.066
0.672,1.203,-0.043
0.098,1.461,0.004
-0.113,1.383,0.363
-0.188,0.922,-0.02
0.055,0.859,-0.004
0.078,1.074,0.16
0.137,1.078,0.234
0.09,0.867,0.148
0.004,0.711,0.117
0.043,0.688,0.121
0.148,0.695,0.086
0.27,0.773,0.055
0.164,0.875,0.098
0.027,0.969,0.105
0.199,0.984,0.215
0.375,1.039,0.242
0.332,1.07,0.055
0.148,1.188,0.125
0.313,1.141,0.035
0.152,1.34,-0.016
0.035,1.453,0.047
0.059,1.137,-0.031
0.188,0.805,-0.074
0.273,0.648,-0.09
0.258,0.637,-0.109
0.246,0.734,-0.102
0.297,0.789,-0.121
0.336,0.715,-0.152
0.363,0.789,-0.16
0.406,0.98,-0.129
0.41,1.082,-0.121
0.27,1.156,-0.086
-0.023,1.488,0.027
0.031,1.129,0.168
-0.063,0.859,0.105
-0.109,0.938,0.211
-0.016,1.133,0.273
0.207,1.102,0.238
0.297,0.977,0.195
0.25,0.844,0.156
0.18,0.781,0.133
0.141,0.84,0.176
0.137,0.887,0.172
0.148,0.93,0.176
0.156,0.934,0.191
0.152,0.941,0.184
0.199,0.945,0.18
0.254,0.93,0.18
0.254,0.879,0.184
0.219,0.906,0.191
0.199,0.961,0.211
0.23,0.961,0.23
0.293,0.977,0.254
0.32,1.02,0.23
0.336,1.09,0.238
0.367,1.066,0.246
0.273,1.023,0.18
0.172,0.938,0.16
0.125,0.863,0.039
0.078,0.848,-0.039
0.09,0.957,0.004
0.137,1.168,0.063
0.203,1.203,0.113
0.262,0.98,0.055
0.32,0.793,-0.004
0.324,0.766,0.012
0.277,0.859,0.055
0.152,0.883,0.066
0.055,0.809,0.004
0.051,0.773,-0.012
0.133,0.875,-0.008
0.227,0.988,0
0.32,1.051,0.008
0.523,1.078,0.012
0.652,0.973,-0.027
0.527,1.094,-0.016
0.188,1.277,0.141
-0.031,1.137,0.09
-0.043,0.848,-0.008
-0.047,0.805,0.035
0.016,0.961,0.121
0.066,1.07,0.152
0.137,1.016,0.109
0.082,0.977,0.148
0.098,0.906,0.16
0.094,0.855,0.156
0.148,0.809,0.148
0.195,0.824,0.141
0.258,0.891,0.16
0.285,0.926,0.176
0.246,0.949,0.18
0.148,0.992,0.148
0.07,1.012,0.156
0.145,1.016,0.172
0.195,1.086,0.16
0.152,1.121,0.141
0.355,1.195,0.242
0.379,1.102,0.266
0.059,1,0.168
-0.129,0.859,-0.012
0.008,0.898,-0.016
0.242,1.121,0.047
0.293,1.137,0.105
0.203,0.938,0.02
0.188,0.809,-0.027
0.184,0.777,-0.016
0.164,0.797,-0.008
0.188,0.863,-0.004
0.203,0.855,-0.012
0.219,0.887,0.02
0.262,0.973,0.02
0.258,1.016,-0.031
0.32,0.949,-0.078
0.25,0.93,0.012
0.023,1.176,0.098
0.004,1.309,0.223
-0.063,1.043,0.098
-0.031,0.969,0.188
0.059,0.996,0.242
0.059,0.969,0.242
-0.043,0.93,0.23
-0.004,0.918,0.23
0.156,0.902,0.191
0.137,0.891,0.219
0.141,0.926,0.207
0.09,0.934,0.219
0.07,0.977,0.215
0.059,1.008,0.223
0.133,1.027,0.184
0.16,0.945,0.129
0.094,0.918,0.129
0.059,0.988,0.152
0.047,0.992,0.148
-0.004,0.98,0.199
0.039,1.07,0.262
0.219,1.215,0.277
0.117,1.152,0.246
0.121,1.004,0.223
0.121,0.82,0.141
0.09,0.813,0.094
0.047,0.938,0.086
0.055,1.105,0.098
0.109,1.125,0.086
0.074,0.953,0.012
0.066,0.871,0.004
0.09,0.887,0.016
0.105,0.91,0.016
0.141,0.953,-0.008
0.055,0.969,0
-0.039,1.012,-0.043
-0.07,0.992,-0.105
-0.129,0.949,-0.164
-0.121,0.902,-0.156
-0.078,0.879,-0.168
0.016,0.891,-0.195
0.09,0.844,-0.195
0.105,0.926,-0.129
0.109,1.219,-0.004
-0.008,1.363,0.316
0.027,1.289,0.383
0.109,0.883,0.195
0.305,0.75,0.258
0.273,0.973,0.316
0.133,1.059,0.383
-0.008,0.934,0.266
-0.016,0.898,0.18
0.02,0.953,0.141
-0.082,1.02,0.09
-0.082,1.09,0.023
-0.055,1.129,-0.078
-0.148,1.051,-0.105
-0.148,0.953,0.078
-0.023,0.977,0.145
0.059,0.984,0.043
0.172,0.906,0.078
0.301,0.859,0.063
0.32,0.918,-0.055
0.121,0.98,-0.094
0.039,0.98,-0.105
0.047,0.969,-0.152
0.047,0.898,-0.191
0.055,0.848,-0.211
0.078,0.852,-0.23
0.109,0.969,-0.227
0.09,1.129,-0.074
-0.035,1.34,0.102
0.191,1.141,0.305
0.297,0.813,0.121
0.172,0.957,0.266
0.059,1.004,0.359
0.082,0.965,0.367
0.141,0.938,0.34
0.113,0.879,0.211
0.004,0.84,0.137
0,0.887,0.121
0.125,0.973,0.16
0.164,1.047,0.227
0.133,1.039,0.215
0.156,0.98,0.172
0.195,0.984,0.16
0.129,1.086,0.195
0.105,1.188,0.277
-0.066,1.094,0.258
-0.273,0.895,0.168
-0.219,0.762,0.035
-0.027,1.012,0.047
0.137,1.195,0.121
0.074,1.117,0.117
0.098,0.941,0.004
0.125,0.84,-0.023
0.051,0.848,0
-0.031,0.863,-0.012
-0.082,0.797,-0.023
-0.156,0.883,0.09
-0.117,0.836,0.086
0,0.582,-0.012
0.086,0.387,-0.023
0.094,0.547,-0.039
0.301,1.039,-0.012
0.328,1.426,0.145
0.203,1.926,0.129
0.238,2.711,0.086
0.414,3.566,0.785
0.242,2.582,0.367
-0.344,1.285,-0.008
-0.422,0.555,0.156
-0.805,-0.188,0.172
-0.266,-0.52,0.117
0.129,-0.617,-0.098
0.188,-0.336,-0.102
0.043,0.086,0.012
-0.008,0.32,0.102
0.004,0.285,0.063
-0.094,0.16,0.004
-0.043,-0.066,-0.059
-0.305,-0.055,-0.102
-0.82,0.578,-0.246
0.922,4.668,0.461
1.98,2.988,0.566
1.023,2.988,0.227
-0.016,3.113,0.645
-0.52,1.523,0.137
-0.441,0.297,0.051
-0.414,-0.285,0.105
-0.074,-0.551,-0.027
-0.039,-0.625,-0.199
-0.043,-0.254,-0.082
-0.008,0.105,0.047
0.035,0.359,0.098
0.055,0.238,0.066
-0.035,0.027,0.027
-0.082,-0.16,0.047
-0.457,0.039,-0.203
-0.707,1.152,-0.434
2.422,7.043,3.863
1.563,2.043,-0.91
0.672,3.832,0.852
-0.164,2.277,0.09
-0.391,0.688,0.164
-0.477,-0.055,0.129
-0.332,-0.617,0.09
-0.211,-0.691,-0.16
-0.145,-0.305,-0.133
0.035,0.023,0.031
0.246,0.223,0.156
0.234,0.238,0.063
0.02,0.078,0.023
-0.246,-0.051,-0.035
-0.371,-0.133,-0.066
-0.355,0.684,-0.297
0.773,5.156,1.059
1.559,1.785,-0.145
0.68,1.695,-0.199
0.375,1.281,0.008
0.039,0.91,-0.035
-0.223,0.484,0.031
-0.289,0.441,-0.004
-0.152,0.566,-0.047
-0.039,0.699,-0.105
0.094,0.902,-0.094
0.316,1.117,0
0.301,1.031,0.035
0.098,1,0.016
-0.008,1.137,0.016
0.02,1.164,0.012
0.043,1.047,-0.023
0.016,1.063,-0.012
0.035,1.043,0.008
0.039,1.035,0.039
0.023,1.012,0.02
0.008,0.918,-0.023
0.035,0.867,-0.004
0.027,0.836,0.031
0.027,0.879,0.023
0.043,0.848,-0.004
0.086,0.918,0.008
0.059,0.918,0.047
-0.008,0.945,0.016
-0.016,1.102,0.027
0.113,1.094,0.055
0.074,1.031,0.02
-0.02,1.109,0.027
0.051,1.055,0.023
0.051,1.004,0.055
0.035,0.973,0.035
0.098,0.961,0.02
0.121,0.965,0.023
0.051,0.984,0.039
0.027,1.023,0.035
0.063,0.992,0.016
0.098,1.008,0.008
0.113,1.023,0.031
0.086,0.961,0.039
0.023,0.996,0.07
0.027,0.992,0.051
0.102,0.992,0.027
0.133,1.008,0.027
0.098,0.992,0.039
0.094,0.98,0.031
0.09,0.984,0.031
0.082,0.988,0.039
0.07,0.984,0.027
0.066,0.977,0.031
0.109,0.988,0.043
0.129,0.996,0.039
0.117,0.984,0.039
0.098,0.992,0.043
0.078,0.992,0.035
0.086,0.996,0.043
0.105,0.984,0.039
0.102,0.984,0.031
0.094,0.988,0.035
0.105,0.988,0.039
0.105,0.984,0.027
0.109,0.996,0.031
0.109,0.992,0.027
0.102,0.984,0.035
0.113,0.992,0.027
0.109,0.98,0.023
0.121,0.98,0.023
0.113,0.973,0.02
0.113,0.984,0.023
0.109,0.98,0.02
0.125,0.988,0.02
0.145,0.984,0.016
0.129,0.984,0.016
0.125,0.973,0.023
0.117,0.984,0.02
0.129,0.98,0.016
0.129,0.988,0.016
0.133,0.98,0.016
0.141,0.973,0.016
0.137,0.98,0.02
0.129,0.98,0.016
0.125,0.977,0.02
0.125,0.984,0.02
0.125,0.98,0.023
0.145,0.984,0.02
0.137,0.984,0.02
0.125,0.973,0.02
0.117,0.969,0.023
0.125,0.965,0.02
0.148,0.988,0.035
0.145,0.992,0.02
0.113,1,0.02
0.094,0.992,0.027
0.094,0.988,0.031
0.094,0.984,0.031
0.105,0.988,0.035
0.121,0.98,0.027
0.125,0.98,0.035
0.129,0.984,0.023
0.121,0.98,0.027
0.121,0.984,0.035
0.125,0.988,0.031
0.109,0.984,0.031
0.117,0.988,0.035
0.121,0.98,0.027
0.125,0.984,0.031
0.125,0.992,0.027
0.121,0.977,0.027
0.125,0.984,0.039
0.121,0.973,0.027
0.113,0.969,0.031
0.145,0.988,0.035
0.16,0.984,0.027
0.129,0.988,0.031
0.109,0.984,0.035
0.117,0.98,0.023
0.121,0.984,0.031
0.121,0.984,0.027
0.125,0.984,0.023
0.125,0.98,0.023
0.125,0.977,0.027
0.133,0.992,0.031
0.141,0.984,0.027
0.129,0.98,0.027
0.109,0.992,0.035
0.109,0.984,0.031
0.125,0.98,0.027
0.125,0.973,0.027
0.129,0.98,0.035
0.129,0.977,0.035
0.125,0.98,0.035
0.125,0.984,0.027
0.125,0.98,0.031
0.129,0.984,0.027
0.137,0.98,0.031
0.129,0.984,0.023
0.133,0.992,0.031
0.145,0.977,0.031
0.133,0.984,0.027
0.125,0.98,0.031
0.133,0.988,0.023
0.145,0.977,0.023
0.137,0.977,0.027
0.129,0.977,0.027
0.141,0.98,0.023
0.137,0.98,0.023
0.133,0.98,0.023
0.145,0.98,0.023
0.141,0.984,0.02
0.137,0.98,0.023
0.129,0.98,0.027
0.137,0.984,0.023
0.137,0.984,0.027
0.141,0.98,0.023
0.141,0.98,0.02
0.137,0.977,0.02
0.125,0.977,0.023
0.129,0.977,0.023
0.137,0.984,0.02
0.133,0.973,0.02
0.129,0.98,0.023
0.125,0.977,0.023
0.125,0.98,0.023
0.125,0.984,0.02
0.113,0.988,0.023
0.113,0.988,0.02
0.121,0.988,0.023
0.117,0.984,0.031
0.121,0.98,0.023
0.117,0.984,0.027
0.121,0.98,0.031
0.121,0.984,0.031
0.117,0.988,0.027
0.121,0.988,0.031
0.121,0.98,0.031
0.121,0.984,0.039
0.117,0.984,0.035
0.117,0.98,0.031
0.125,0.977,0.031
0.125,0.984,0.023
0.125,0.984,0.039
0.133,0.992,0.027
0.129,0.984,0.023
0.129,0.98,0.035
0.129,0.98,0.039
0.125,0.988,0.035
0.125,0.98,0.039
0.125,0.984,0.035
0.129,0.984,0.027
0.129,0.977,0.031
0.129,0.98,0.035
0.133,0.98,0.035
0.141,0.977,0.035
0.141,0.98,0.035
0.133,0.98,0.035
0.137,0.98,0.031
0.133,0.984,0.031
0.133,0.984,0.035
0.129,0.98,0.035
0.129,0.984,0.035
0.125,0.984,0.035
0.129,0.977,0.035
0.133,0.98,0.035
0.133,0.98,0.035
0.133,0.977,0.035
0.129,0.98,0.027
0.133,0.977,0.039
0.129,0.98,0.035
0.129,0.98,0.043
0.141,0.973,0.039
0.141,0.98,0.031
0.133,0.988,0.039
0.129,0.98,0.043
0.129,0.977,0.043
0.129,0.98,0.043
0.129,0.984,0.035
0.125,0.98,0.039
0.129,0.977,0.035
0.129,0.984,0.043
0.125,0.98,0.043
0.125,0.988,0.039
0.133,0.984,0.043
0.125,0.988,0.043
0.125,0.984,0.043
0.117,0.977,0.047
0.125,0.973,0.047
0.109,0.988,0.047
0.117,0.992,0.051
0.109,0.98,0.047
0.102,0.988,0.047
0.094,1,0.051
0.074,0.98,0.066
0.047,0.969,0.059
0.043,1,0.023
-0.004,0.988,0.031
-0.031,0.809,-0.004
-0.039,0.57,-0.008
-0.027,0.465,0
0.211,0.578,0.051
0.234,0.781,0.016
0.332,1.102,-0.035
0.68,1.762,-0.23
0.617,3.082,0.219
0.602,3.039,0.43
0.168,2.039,0.121
-0.289,1.098,0.141
-0.336,0.246,0.098
-0.34,-0.266,0.055
-0.125,-0.477,0.035
-0.082,-0.355,-0.066
-0.07,-0.09,-0.035
0.031,0.055,0.039
0.082,0.156,0.063
-0.066,0.098,0.043
-0.223,0.258,-0.023
-0.508,1,-0.133
0.191,3.309,0.652
1.871,2.477,0.098
1.613,2.332,-0.301
0.844,3.137,0.457
0.402,2.375,0.23
-0.324,1.023,0.148
-0.461,0.398,0.141
-0.48,-0.316,0.117
-0.094,-0.68,-0.063
-0.004,-0.516,-0.086
-0.07,-0.105,-0.023
-0.113,0.223,0.094
-0.031,0.195,0.051
-0.043,0.117,-0.031
-0.125,0.016,-0.027
-0.375,0.41,-0.094
-0.02,1.941,-0.258
2.184,4.855,1.68
1.379,2.422,-0.48
1.227,3.32,0.707
0.445,2.301,0.129
-0.156,1.359,0.234
-0.387,0.125,0.039
-0.566,-0.285,0.176
-0.223,-0.605,0.02
-0.133,-0.473,-0.145
0.027,-0.211,-0.109
0.09,0.125,0.039
0.121,0.309,0.102
-0.023,0.191,0.008
-0.336,0.082,-0.164
-0.227,0.215,-0.105
-0.539,2.004,-0.637
2.039,4.895,1.867
1.133,1.293,-0.297
0.66,1.566,0.207
0.031,0.98,0.133
-0.242,0.559,0.059
-0.215,0.273,0.063
-0.133,0.359,-0.016
-0.094,0.855,-0.129
-0.137,1.453,0.02
0.301,1.48,0.105
0.281,1.023,0.008
0.168,0.75,0.02
0.113,0.785,0.02
0.086,0.941,0.059
0.094,1.117,0.094
0.121,1.059,0.086
0.102,1.023,0.055
0.102,0.977,0.004
0.059,0.969,0.016
0.055,0.969,0.016
0.063,0.973,0.027
0.094,0.988,0.047
0.102,0.98,0.027
0.098,0.992,0.012
0.094,0.969,0.016
0.086,0.969,0.023
0.09,0.98,0.031
0.113,1.008,0.035
0.098,0.992,0.023
0.082,0.98,0.02
0.113,0.992,0.02
0.125,0.992,0.02
0.121,0.984,0.027
0.109,0.98,0.023
0.117,0.988,0.023
0.129,0.98,0.023
0.137,0.984,0.035
0.137,0.98,0.035
0.129,0.98,0.027
0.125,0.984,0.031
0.129,0.988,0.031
0.121,0.98,0.035
0.113,1,0.039
0.102,0.988,0.031
0.105,0.98,0.035
0.113,0.98,0.035
0.109,0.98,0.039
0.109,0.996,0.039
0.105,0.984,0.039
0.105,0.988,0.031
0.102,0.988,0.035
0.105,0.984,0.031
0.102,0.984,0.039
0.102,0.977,0.035
0.125,0.984,0.031
0.125,0.984,0.023
0.109,0.984,0.039
0.09,0.996,0.043
0.086,0.992,0.035
0.09,0.992,0.035
0.094,0.973,0.031
0.102,0.98,0.039
0.102,0.988,0.039
0.09,0.992,0.047
0.094,0.988,0.031
0.102,0.988,0.031
0.113,0.988,0.027
0.117,0.988,0.031
0.105,0.98,0.027
0.098,0.992,0.039
0.098,0.988,0.031
0.094,0.984,0.035
0.09,1,0.031
0.09,0.977,0.027
0.09,0.996,0.023
0.098,0.984,0.02
0.09,0.992,0.035
0.09,0.984,0.023
0.094,0.977,0.023
0.09,0.992,0.02
0.094,0.98,0.02
0.105,0.984,0.02
0.105,0.992,0.023
0.109,0.984,0.023
0.098,0.984,0.02
0.109,0.984,0.023
0.117,0.988,0.02
0.121,0.996,0.023
0.117,0.988,0.02
0.121,0.98,0.02
0.109,0.98,0.027
0.109,0.984,0.035
0.113,0.98,0.027
0.109,0.988,0.027
0.113,0.988,0.023
0.121,0.984,0.023
0.117,0.98,0.027
0.121,0.98,0.031
0.121,0.988,0.027
0.125,0.984,0.023
0.125,0.98,0.027
0.121,0.98,0.027
0.121,0.988,0.027
0.117,0.988,0.023
0.125,0.98,0.027
0.109,0.98,0.031
0.125,0.988,0.031
0.125,0.98,0.031
0.113,0.977,0.035
0.117,0.984,0.035
0.121,0.98,0.031
0.121,0.98,0.043
0.121,0.984,0.035
0.113,0.988,0.039
0.121,0.984,0.039
0.121,0.98,0.035
0.113,0.98,0.039
0.117,0.992,0.043
0.125,0.98,0.031
0.121,0.988,0.039
0.125,0.98,0.043
0.125,0.984,0.043
0.121,0.984,0.039
0.125,0.984,0.043
0.129,0.98,0.035
0.129,0.977,0.039
0.121,0.984,0.043
0.121,0.988,0.047
0.117,0.98,0.039
0.125,0.988,0.039
0.129,0.98,0.047
0.125,0.988,0.047
0.125,0.992,0.043
0.133,0.984,0.039
0.129,0.98,0.043
0.129,0.984,0.047
0.121,0.988,0.043
0.117,0.977,0.043
0.125,0.977,0.043
0.125,0.984,0.039
0.125,0.98,0.047
0.117,0.984,0.043
0.125,0.984,0.043
0.121,0.984,0.043
0.125,0.984,0.047
0.129,0.977,0.043
0.117,0.98,0.047
0.121,0.992,0.039
0.129,0.984,0.039
0.125,0.98,0.039
0.125,0.984,0.039
0.125,0.988,0.039
0.133,0.98,0.035
0.129,0.988,0.035
0.125,0.98,0.039
0.113,0.98,0.039
0.125,0.984,0.039
0.121,0.977,0.035
0.117,0.984,0.039
0.137,0.98,0.039
0.133,0.98,0.039
0.121,0.984,0.039
0.125,0.992,0.031
0.137,0.98,0.035
0.125,0.98,0.039
0.125,0.98,0.043
0.121,0.984,0.039
0.125,0.984,0.039
0.121,0.98,0.039
0.121,0.98,0.039
0.125,0.98,0.039
0.125,0.973,0.035
0.125,0.98,0.035
0.121,0.98,0.039
0.129,0.98,0.031
0.133,0.98,0.039
0.125,0.98,0.039
0.137,0.992,0.039
0.129,0.984,0.035
0.125,0.98,0.039
0.125,0.98,0.035
0.125,0.98,0.035
0.125,0.98,0.043
0.121,0.984,0.035
0.121,0.984,0.039
0.125,0.98,0.039
0.121,0.984,0.043
0.121,0.984,0.039
0.113,0.988,0.039
0.121,0.984,0.039
0.121,0.984,0.043
0.117,0.98,0.039
0.129,0.992,0.047
0.121,0.98,0.039
0.125,0.984,0.047
0.125,0.98,0.043
0.121,0.984,0.039
0.121,0.984,0.047
0.125,0.98,0.039
0.125,0.984,0.043
0.129,0.977,0.047
0.121,0.98,0.043
0.125,0.98,0.047
0.121,0.984,0.043
0.125,0.98,0.043
0.117,0.984,0.043
0.125,0.98,0.043
0.125,0.984,0.043
0.125,0.988,0.051
0.125,0.98,0.051
0.121,0.98,0.047
0.113,0.988,0.047
0.125,0.98,0.043
0.125,0.98,0.039
0.125,0.984,0.043
0.117,0.984,0.043
0.117,0.988,0.047
0.117,0.984,0.047
0.125,0.98,0.047
0.125,0.984,0.047
0.125,0.984,0.051
0.129,0.977,0.043
0.133,0.992,0.039
0.125,0.98,0.043
0.121,0.98,0.047
0.117,0.988,0.047
0.121,0.984,0.051
0.125,0.977,0.047
0.129,0.98,0.047
0.129,0.984,0.047
0.121,0.973,0.047
0.125,0.98,0.047
0.125,0.984,0.051
0.129,0.98,0.051
0.125,0.984,0.051
0.125,0.98,0.051
0.129,0.98,0.055
0.129,0.992,0.051
0.121,0.984,0.055
0.121,0.98,0.051
0.125,0.98,0.051
0.125,0.984,0.051
0.125,0.984,0.051
0.125,0.98,0.051
0.129,0.973,0.051
0.121,0.98,0.051
0.125,0.988,0.055
0.125,0.98,0.047
0.129,0.973,0.047
0.125,0.98,0.051
0.133,0.984,0.043
0.129,0.98,0.043
0.129,0.992,0.051
0.125,0.988,0.043
0.125,0.988,0.047
0.125,0.98,0.043
0.125,0.98,0.043
0.133,0.984,0.043
0.125,0.98,0.043
0.121,0.984,0.039
0.094,0.957,0.023
0.086,0.957,0.023
0.129,1.004,0.02
0.156,0.977,0.008
0.168,0.973,0.016
0.16,0.973,0.016
0.16,0.957,0.02
0.156,0.973,0.031
0.156,0.961,0.043
0.16,0.953,0.066
0.16,0.973,0.086
0.176,0.965,0.113
0.195,0.957,0.094
0.172,0.992,0.066
0.16,1.012,0.023
0.125,1.008,0.059
0.109,0.977,0.102
0.18,0.926,0.098
0.234,0.902,0.113
0.266,0.898,0.125
0.266,0.922,0.113
0.273,0.918,0.113
0.313,0.902,0.09
0.309,0.902,0.09
0.082,0.895,0.113
-0.105,0.953,0.164
-0.004,1.016,0.23
0.336,1.086,0.242
0.543,1.16,0.223
0.574,1.445,0.34
0.285,1.512,0.18
-0.168,1.223,0.203
-0.289,1.016,0.148
-0.063,1.223,0
0.059,1.484,0.184
0.035,1.098,0.176
0.016,0.652,0.035
