------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.9.2 date format yyyy-MM-dd at 30 Hz  -----------
Serial Number: MOS2E28230210
Start Time 11:48:00
Start Date 2025-10-10
Epoch Period (hh:mm:ss) 00:00:00
Download Time 12:19:19
Download Date 2025-10-10
Current Memory Address: 0
Current Battery Voltage: 4.19     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.059,0.742,-0.031
-0.031,0.82,-0.027
-0.051,0.848,-0.027
-0.098,0.852,-0.004
-0.137,0.887,0
-0.125,0.906,-0.07
-0.113,0.977,-0.051
-0.305,0.977,0.059
-0.273,1.07,0.07
0.344,1.246,-0.059
0.426,1.277,0.055
0.34,1.215,0.082
0.367,1.305,-0.031
0.051,1.441,-0.133
-0.168,1.219,-0.059
-0.074,0.793,-0.027
-0.012,0.633,-0.004
0.012,0.602,0.004
0.035,0.695,-0.02
0.031,0.711,-0.066
-0.078,0.59,-0.121
-0.211,0.723,-0.125
-0.109,0.953,-0.078
0.227,1.469,0.07
-0.297,1.531,-0.148
-0.48,1.289,-0.203
0.129,1.578,-0.121
0.348,0.922,-0.141
0.16,0.75,-0.137
0.211,0.844,-0.023
0.25,1.074,0.016
0.148,1.039,-0.059
0.121,0.906,-0.055
0.066,0.816,-0.043
-0.012,0.875,-0.035
-0.035,0.832,-0.031
-0.07,0.859,-0.008
-0.105,0.879,-0.004
-0.121,0.941,-0.031
-0.023,0.996,-0.023
-0.066,0.938,-0.016
-0.262,0.941,0.023
-0.121,1.133,0.027
0.316,1.223,-0.066
0.223,1.215,0
0.301,1.051,-0.016
0.418,1.102,0.004
0.215,1.363,-0.117
0.027,1.246,-0.066
0.027,0.988,-0.055
-0.004,0.734,-0.016
-0.023,0.789,0.004
0,0.816,-0.023
0.016,0.773,-0.023
-0.035,0.68,-0.047
-0.078,0.68,-0.094
-0.113,0.844,-0.027
0.035,1.039,0.02
0.074,1.324,0.059
-0.254,1.156,-0.074
-0.313,1.371,-0.121
0.035,1.508,-0.031
0.211,1.031,-0.117
0.113,0.734,-0.184
0.152,0.891,-0.008
0.313,1.055,0.008
0.242,0.969,-0.027
0.215,0.863,-0.012
0.145,0.918,-0.004
0.066,0.988,0.012
-0.012,0.965,-0.012
0.012,0.953,0.004
0.016,0.965,0.012
-0.039,0.945,0.035
-0.051,0.973,0.027
-0.016,1.012,0.016
0.02,0.965,0.031
0.051,0.93,0.09
0.059,0.938,0.094
-0.023,0.949,0.078
-0.023,1,0
0.059,1.137,-0.105
-0.066,1.195,-0.09
0.09,1.152,-0.129
0.203,1.109,-0.176
0.07,1.043,-0.254
-0.008,0.922,-0.25
-0.023,1.023,-0.164
-0.012,1.004,-0.109
-0.039,0.945,-0.129
-0.02,0.926,-0.105
0.012,0.855,-0.113
-0.008,0.871,-0.117
-0.027,0.891,-0.117
-0.055,0.875,-0.098
-0.105,0.848,-0.078
-0.156,0.863,-0.082
-0.199,0.93,-0.117
-0.145,0.934,-0.074
-0.047,0.973,-0.113
-0.004,1.063,-0.102
-0.168,1.203,-0.102
-0.219,1.094,-0.23
-0.059,1.082,-0.238
0.215,1.398,-0.086
0.059,1.148,-0.16
-0.051,0.77,-0.176
0.176,0.793,-0.082
0.258,1.063,-0.004
0.273,1.023,-0.016
0.234,0.918,-0.012
0.156,0.988,0
0.063,1.02,-0.008
0.023,0.988,-0.004
0.078,0.996,0.004
0.094,0.984,0.02
0.047,0.969,0
0.055,1,0.008
0.07,0.969,0.047
0.09,0.965,0.09
0.039,0.996,0.074
-0.055,1.02,0.039
-0.063,1,0.035
-0.008,0.984,0.004
0.023,1.035,-0.043
0.051,0.992,-0.031
0.086,0.98,0.004
0.066,0.965,-0.031
0.059,0.93,-0.098
0.066,0.953,-0.113
0.02,0.973,-0.168
-0.031,0.984,-0.184
-0.098,1.098,-0.223
-0.066,1.121,-0.164
-0.027,1.035,-0.18
-0.008,0.922,-0.137
0.02,0.918,-0.148
0.027,0.895,-0.125
0.07,0.922,-0.113
0.012,1.059,-0.086
-0.055,1.074,-0.117
-0.059,1.031,-0.148
0.031,0.992,-0.156
0.02,0.973,-0.129
0.016,0.961,-0.098
0.023,0.973,-0.082
0.012,0.98,-0.059
0.004,0.98,-0.066
-0.012,0.988,-0.098
-0.012,1,-0.055
0.02,0.996,-0.004
0.043,0.992,-0.016
0.031,0.969,0.004
0.023,0.953,0.023
0,1.012,0.016
-0.008,1.008,0.035
-0.012,0.992,0.039
-0.016,1.004,0.035
-0.02,1.023,0.035
-0.012,1.016,0.039
0.031,1.02,0.047
0.051,1.004,0.047
0.008,1.012,0
-0.012,1.043,-0.031
0.027,0.996,-0.035
0.07,1.004,0
0.063,0.984,0
0.074,0.949,-0.012
0.109,0.984,-0.051
0.086,1.016,-0.07
0.031,0.996,-0.051
0.016,0.965,-0.02
0.02,1.012,-0.043
0.035,0.996,-0.051
0.047,0.965,-0.051
0.047,0.984,-0.035
0.027,1.004,-0.039
0.016,0.996,-0.043
0.023,0.984,-0.031
0.043,0.984,-0.039
0.047,0.992,-0.043
0.031,1.004,-0.039
0.027,0.984,-0.039
0.027,0.992,-0.031
0.031,1.008,-0.023
0.035,0.996,-0.027
0.066,0.984,-0.016
0.078,0.992,-0.027
0.07,0.977,-0.02
0.059,0.992,-0.023
0.043,0.996,-0.023
0.035,1.004,-0.023
0.047,0.992,-0.023
0.055,0.977,-0.023
0.063,0.988,-0.02
0.066,0.984,-0.02
0.063,0.996,-0.035
0.059,0.992,-0.031
0.059,0.992,-0.035
0.074,1,-0.035
0.063,0.992,-0.047
0.063,0.984,-0.043
0.059,0.992,-0.047
0.074,0.992,-0.043
0.074,0.992,-0.047
0.082,0.988,-0.043
0.078,0.992,-0.051
0.078,0.992,-0.043
0.082,0.996,-0.043
0.09,0.973,-0.047
0.09,0.988,-0.043
0.086,0.98,-0.047
0.074,0.988,-0.043
0.078,0.992,-0.047
0.082,1.004,-0.047
0.086,0.984,-0.047
0.082,0.977,-0.051
0.066,1.008,-0.047
0.063,0.996,-0.043
0.063,0.996,-0.043
0.082,0.973,-0.031
0.082,0.984,-0.043
0.078,0.992,-0.039
0.07,0.988,-0.035
0.063,0.992,-0.035
0.066,0.992,-0.039
0.063,0.992,-0.039
0.066,0.988,-0.035
0.063,0.988,-0.043
0.066,0.984,-0.035
0.063,0.988,-0.047
0.047,0.992,-0.043
0.055,0.992,-0.047
0.059,0.992,-0.043
0.07,0.992,-0.047
0.082,0.98,-0.047
0.086,0.988,-0.039
0.094,0.988,-0.035
0.082,0.992,-0.043
0.082,0.992,-0.039
0.074,0.988,-0.031
0.074,0.988,-0.035
0.074,0.996,-0.031
0.086,0.988,-0.031
0.082,0.98,-0.043
0.082,0.984,-0.043
0.094,0.992,-0.039
0.098,1.004,-0.043
0.109,0.973,-0.035
0.117,0.992,-0.035
0.121,0.996,-0.035
0.117,0.988,-0.039
0.125,0.992,-0.031
0.137,1.004,-0.047
0.156,0.977,-0.023
0.137,0.977,-0.074
0.129,0.988,-0.031
0.141,0.992,-0.02
0.113,1.016,-0.023
0.102,1,-0.027
0.102,0.98,-0.043
0.098,0.988,-0.039
0.063,0.988,-0.063
0.063,0.969,-0.066
0.102,0.992,-0.039
0.051,1.016,-0.063
0.031,0.996,-0.082
0.031,0.988,-0.074
0.055,0.977,-0.082
0.055,1.004,-0.09
0.066,0.988,-0.078
0.066,0.988,-0.09
0.059,0.988,-0.09
0.043,0.969,-0.09
0.027,1,-0.09
0.012,0.984,-0.109
0.012,0.969,-0.117
0.035,0.969,-0.125
0.043,0.996,-0.102
0.023,1.008,-0.109
0.02,0.977,-0.113
0.027,0.977,-0.113
0.023,0.98,-0.125
0.023,0.973,-0.109
0.039,0.992,-0.113
0.055,0.977,-0.105
0.055,0.965,-0.105
0.055,0.988,-0.109
0.047,0.992,-0.105
0.051,0.996,-0.109
0.051,0.984,-0.102
0.047,0.992,-0.109
0.047,0.988,-0.109
0.059,0.988,-0.113
0.07,0.98,-0.098
0.063,0.98,-0.113
0.063,0.988,-0.105
0.066,0.988,-0.113
0.07,0.988,-0.102
0.074,0.988,-0.113
0.07,0.98,-0.113
0.066,0.984,-0.125
0.066,0.984,-0.117
0.066,0.984,-0.121
0.063,0.969,-0.113
0.07,0.984,-0.125
0.07,1,-0.117
0.07,0.98,-0.121
0.07,0.973,-0.113
0.059,0.992,-0.113
0.059,1.004,-0.117
0.055,0.977,-0.117
0.047,0.965,-0.117
0.055,0.988,-0.113
0.055,0.988,-0.105
0.059,0.961,-0.113
0.055,0.984,-0.098
0.059,1.004,-0.113
0.043,0.977,-0.113
0.047,0.977,-0.109
0.051,1.004,-0.105
0.066,0.996,-0.102
0.074,0.965,-0.105
0.066,0.98,-0.098
0.066,0.996,-0.098
0.066,0.988,-0.094
0.078,0.984,-0.086
0.07,0.988,-0.07
0.063,0.988,-0.082
0.074,0.988,-0.074
0.086,0.992,-0.055
0.094,0.992,-0.066
0.082,0.973,-0.07
0.086,0.992,-0.063
0.086,1.008,-0.066
0.09,0.984,-0.066
0.074,0.984,-0.055
0.059,0.992,-0.066
0.059,1.004,-0.051
0.082,0.992,-0.051
0.117,0.992,-0.039
0.121,0.996,-0.039
0.117,0.996,-0.035
0.105,0.984,-0.059
0.125,0.98,-0.043
0.098,0.965,-0.066
0.082,0.992,-0.059
0.121,0.98,-0.039
0.137,0.965,-0.031
0.113,0.988,-0.023
0.125,0.996,-0.016
0.137,0.984,-0.012
0.129,0.977,-0.02
0.125,0.969,-0.016
0.125,0.992,-0.023
0.09,0.992,-0.02
0.09,0.984,-0.023
0.102,0.988,-0.016
0.113,0.984,-0.02
0.121,0.988,-0.004
0.109,0.988,-0.012
0.094,0.988,-0.008
0.09,0.984,-0.008
0.082,0.988,-0.008
0.07,1.004,-0.004
0.074,0.992,0
0.078,1,-0.004
0.09,0.984,0.008
0.098,0.984,0.012
0.109,0.988,0.02
0.121,0.988,0.02
0.125,0.984,0.02
0.121,0.992,0.023
0.117,0.992,0.023
0.121,0.984,0.027
0.129,0.992,0.023
0.148,0.977,0.027
0.133,0.977,0.023
0.102,0.984,0.016
0.105,1.008,0.023
0.102,0.992,0.023
0.102,0.992,0.023
0.098,0.977,0.023
0.121,0.996,0.031
0.148,0.969,0.031
0.16,0.988,0.035
0.152,0.988,0.027
0.129,0.977,0.031
0.141,0.98,0.02
0.16,0.977,0.02
0.141,0.984,0.016
0.121,0.984,0.02
0.121,0.992,0.02
0.109,0.984,0.016
0.121,0.988,0.012
0.121,0.984,0.02
0.117,0.984,0.02
0.094,0.988,0.008
0.09,0.98,0.004
0.102,0.98,0.004
0.102,0.98,0.004
0.094,0.992,-0.008
0.078,1.004,0
0.07,0.984,-0.004
0.074,0.98,0.012
0.074,0.984,0
0.078,0.988,-0.004
0.086,0.992,0
0.078,1,-0.004
0.098,0.992,0
0.094,0.988,0
0.102,0.984,0.004
0.102,0.992,0.012
0.102,0.98,0.012
0.09,1,0.02
0.094,0.98,0.016
0.109,0.984,0.016
0.141,0.992,0.02
0.16,0.984,0.031
0.164,0.984,0.02
0.156,0.988,0.023
0.168,0.977,0.02
0.164,0.977,0.023
0.152,0.984,0.016
0.129,0.996,0.004
0.125,0.973,0.004
0.102,0.992,0
0.094,0.988,0
0.098,0.98,0.008
0.094,0.988,0
0.098,0.992,0.008
0.109,0.988,0.012
0.105,0.973,0
0.098,0.984,-0.004
0.109,0.984,-0.012
0.125,0.98,-0.012
0.121,0.98,-0.008
0.109,0.988,-0.016
0.121,0.988,-0.016
0.141,0.984,-0.012
0.137,0.988,-0.012
0.129,0.992,0
0.125,0.98,0.004
0.121,0.988,0.012
0.125,0.984,0.012
0.141,0.992,0.016
0.137,0.977,0.008
0.102,0.977,0
0.055,1.004,-0.004
0.055,0.992,-0.012
0.078,0.984,0.008
0.102,0.98,0.016
0.125,0.98,0.012
0.129,0.988,0.012
0.129,1.004,-0.004
0.129,0.98,-0.012
0.125,0.992,-0.012
0.125,0.988,-0.016
0.109,0.984,-0.012
0.09,0.992,-0.004
0.082,0.988,0
0.059,0.977,0
0.051,0.992,0
0.078,0.996,-0.004
0.109,0.98,0.004
0.129,0.969,0
0.129,0.984,0
0.129,0.988,0
0.129,0.988,-0.004
0.125,1,-0.008
0.133,0.98,-0.016
0.137,0.984,-0.004
0.129,0.98,0
0.129,0.98,0
0.129,0.984,0
0.129,0.98,0
0.129,0.988,0.008
0.133,0.984,0.016
0.125,0.984,0.008
0.105,0.988,0.004
0.078,0.984,-0.004
0.063,0.992,-0.004
0.086,0.984,-0.008
0.113,0.992,0.012
0.133,0.988,0
0.117,0.988,0.004
0.105,0.969,0
0.098,0.992,-0.008
0.109,0.992,-0.004
0.117,0.973,-0.004
0.113,0.961,-0.012
0.09,1.012,-0.012
0.117,0.973,-0.016
0.141,0.977,-0.012
0.152,0.957,0
0.117,0.977,0.004
0.074,0.98,-0.047
0.066,0.961,0
0.078,0.969,0.02
0.066,0.977,0.031
0.074,0.945,0.035
0.063,1.027,0.047
-0.008,1.086,0.055
0.02,1.027,0.074
0.039,0.977,0.066
-0.051,0.988,0.074
-0.117,0.98,0.07
-0.082,0.98,0.074
-0.102,0.988,0.066
-0.125,0.973,0.066
-0.082,1.016,0.063
-0.039,0.953,0.047
0.02,0.984,0.07
0.07,1,0.094
0.07,1,0.117
0.02,1.039,0.148
-0.027,1.117,0.18
-0.055,1.129,0.105
-0.027,1.172,0.027
0.051,1.242,0.027
0.105,1.129,0.031
0.18,0.953,-0.063
0.215,0.844,-0.113
0.172,0.922,0.004
0.121,1.051,-0.043
0.098,1.016,-0.012
0.063,0.836,-0.016
0.031,0.883,-0.047
-0.02,1.043,-0.051
-0.094,1,-0.07
-0.051,0.867,-0.063
0.016,0.813,-0.055
0.027,0.781,-0.063
-0.047,0.773,-0.07
-0.207,0.781,-0.066
-0.41,0.898,-0.129
-0.195,1.016,0.02
0.121,1.367,0.023
-0.199,1.391,-0.016
-0.328,1,-0.145
0.305,1.215,-0.223
0.508,1.406,-0.141
0.02,0.75,-0.176
0.02,0.703,-0.137
0.215,1.051,-0.035
0.285,1.063,-0.055
0.18,0.891,-0.102
0.086,0.941,-0.039
0.047,0.957,-0.035
0.016,0.898,-0.063
0,0.855,-0.078
-0.051,0.871,-0.031
-0.035,0.883,0
-0.008,0.969,0.023
0.016,0.957,-0.035
-0.113,0.887,0.043
-0.152,0.973,0.047
-0.125,1.094,0.008
0.047,1.25,-0.082
0.238,1.297,-0.168
0.332,1.141,0.035
0.227,1.258,-0.105
0.109,1.293,-0.145
-0.043,1.172,-0.082
-0.027,0.945,-0.063
0.031,0.848,-0.043
0.066,0.801,-0.055
0.043,0.754,-0.082
0.012,0.703,-0.094
-0.004,0.664,-0.129
-0.031,0.664,-0.121
-0.141,0.695,-0.152
-0.285,0.813,-0.113
-0.152,1.047,-0.082
0.094,1.551,0.074
-0.367,1.504,-0.191
-0.629,1.242,-0.168
-0.102,1.074,-0.266
0.508,1.398,-0.176
0.316,0.91,-0.18
0.086,0.688,-0.195
0.176,0.84,-0.078
0.223,1.031,-0.016
0.176,0.887,-0.063
0.082,0.836,-0.039
-0.043,0.91,-0.023
-0.195,0.953,-0.07
-0.199,0.918,-0.059
-0.16,0.914,-0.047
-0.117,0.898,-0.008
-0.051,0.891,-0.012
0.082,0.848,-0.027
-0.031,0.961,0.039
-0.285,1.121,0.07
-0.211,1.313,0.078
0.121,1.32,-0.121
0.34,1.164,0.008
0.328,1.145,0.23
0.262,1.102,-0.102
0.098,1.324,-0.137
-0.07,1.227,-0.043
0.035,0.918,-0.012
0.031,0.719,0.031
0.074,0.621,-0.039
0.082,0.664,-0.035
0.012,0.676,-0.043
-0.137,0.609,-0.125
-0.285,0.641,-0.141
-0.328,0.887,-0.156
0.16,1.301,0.043
-0.063,1.922,-0.16
-0.84,1.063,-0.152
0.063,1.133,-0.297
0.699,1.449,0.004
0.336,0.926,-0.168
-0.066,0.789,-0.129
0.102,0.922,0.031
0.324,0.977,0.016
0.25,0.77,-0.066
0.113,0.734,-0.059
-0.074,0.824,-0.055
-0.199,0.84,-0.027
-0.203,0.824,0.051
-0.066,0.883,0.055
0.043,0.969,-0.02
0.039,1.047,0.008
-0.336,0.918,0.086
-0.137,1.188,0.016
0.41,1.383,-0.094
0.574,1.109,0.223
0.461,1.082,0.32
0.363,1.273,-0.043
0.016,1.566,-0.148
-0.176,1.191,-0.027
-0.18,0.742,-0.023
-0.23,0.641,0.051
-0.098,0.57,-0.012
0.051,0.637,0.027
0.105,0.605,-0.008
-0.07,0.547,-0.105
-0.23,0.781,-0.133
0.016,1.082,-0.023
0.109,2.105,-0.055
-0.68,1.258,-0.18
-0.121,1.301,-0.266
0.359,1.254,-0.016
0.391,0.766,-0.09
0.164,0.793,-0.164
0.191,0.902,-0.047
0.145,0.984,-0.07
0.074,0.898,-0.082
0.055,0.781,-0.043
-0.031,0.828,-0.031
-0.094,0.836,-0.004
-0.125,0.77,0.055
-0.121,0.945,-0.039
-0.031,0.984,-0.016
-0.164,1.02,0.078
-0.512,0.863,0.027
0.141,1.34,0
0.727,1.246,-0.039
0.504,1.191,0.32
0.336,1.465,-0.02
0.18,1.605,-0.117
-0.023,1.297,-0.063
-0.059,0.824,-0.031
-0.016,0.566,0.051
0.055,0.488,0.035
0.102,0.496,-0.043
0.098,0.578,-0.113
-0.07,0.598,-0.152
-0.211,0.738,-0.211
-0.266,1.063,-0.07
0.063,1.559,-0.086
-0.363,1.656,-0.133
-0.496,1.059,-0.301
0.383,1.602,-0.055
0.535,1.238,0.016
0.207,0.906,-0.117
0.219,0.77,-0.031
0.336,0.848,0.035
0.207,1.02,-0.02
0.109,0.895,-0.02
-0.012,0.723,-0.063
-0.063,0.688,-0.074
-0.059,0.719,-0.07
-0.145,0.824,0.008
-0.156,1,-0.031
-0.008,1.059,-0.137
-0.098,1.105,-0.055
-0.43,0.973,-0.066
-0.102,1.219,0.047
0.426,1.375,0.102
0.434,1.176,0.195
0.262,1.18,0.16
0.285,1.324,-0.004
0.066,1.281,-0.02
-0.164,1.027,-0.012
-0.133,0.668,0.043
-0.035,0.637,0.063
0.016,0.613,0.063
0.074,0.715,0.066
0.109,0.621,0.039
0.074,0.543,-0.027
0.012,0.875,-0.223
0.234,1.184,0.082
-0.039,1.953,-0.035
-0.719,1.094,-0.199
-0.098,1.328,-0.25
0.582,1.254,-0.059
0.508,0.891,-0.152
0.148,0.75,-0.125
0.117,0.879,-0.012
0.109,0.992,-0.082
0.074,0.949,-0.094
0.031,0.746,-0.09
-0.008,0.734,-0.055
-0.059,0.738,0.004
-0.094,0.719,0.066
0.031,0.953,0.008
0.117,1.082,0.008
-0.191,1.086,0.051
-0.578,0.969,0.047
-0.066,1.316,0.039
0.48,1.313,-0.07
0.48,1.039,0.289
0.332,1.328,0.086
0.289,1.5,-0.102
0.023,1.402,-0.055
-0.105,0.941,-0.047
-0.082,0.578,0.035
-0.027,0.504,0.059
0.09,0.504,-0.023
0.121,0.637,-0.027
0.012,0.633,-0.039
-0.152,0.699,-0.18
-0.141,0.988,-0.105
0.25,1.602,0.02
-0.41,1.668,-0.203
-0.48,1.121,-0.352
0.215,1.508,-0.125
0.422,0.934,-0.086
0.176,0.801,-0.148
0.152,0.855,-0.043
0.211,1.008,0.016
0.156,0.934,-0.063
0.141,0.762,-0.039
0.078,0.734,-0.047
-0.051,0.828,-0.008
-0.176,0.766,0.031
-0.215,0.867,0.031
-0.102,1.031,-0.047
-0.133,1.074,-0.027
-0.469,0.832,0.121
-0.168,1.113,0.074
0.449,1.379,-0.148
0.574,1.113,0.316
0.414,1.305,0.055
0.328,1.547,-0.059
0.039,1.504,-0.074
-0.102,1.039,-0.055
-0.117,0.566,-0.004
-0.098,0.438,0.047
0.027,0.453,-0.027
0.113,0.605,-0.027
-0.023,0.59,-0.055
-0.141,0.641,-0.219
-0.156,1.027,-0.078
0.219,1.879,0.09
-0.492,1.641,-0.199
-0.422,1.102,-0.422
0.359,1.457,-0.105
0.484,0.984,-0.074
0.195,0.848,-0.148
0.199,0.84,-0.051
0.242,0.961,0.012
0.133,0.945,-0.051
0.07,0.773,-0.063
-0.02,0.723,-0.063
-0.082,0.75,-0.027
-0.121,0.797,0.051
-0.152,0.91,0.016
-0.078,1.012,-0.051
-0.121,0.996,-0.035
-0.469,0.934,0.113
-0.188,1.191,0.027
0.406,1.336,-0.184
0.563,1.168,0.313
0.426,1.383,-0.039
0.297,1.566,-0.184
-0.078,1.441,-0.098
-0.098,0.969,-0.059
-0.047,0.57,0.039
0.012,0.43,0.02
0.078,0.453,-0.027
0.137,0.543,-0.047
-0.008,0.578,-0.102
-0.156,0.688,-0.172
-0.141,0.992,-0.094
0.25,1.715,-0.016
-0.555,1.66,-0.25
-0.441,1.195,-0.438
0.34,1.578,-0.063
0.422,0.898,-0.086
0.16,0.762,-0.141
0.234,0.848,-0.043
0.285,0.969,0.02
0.188,0.938,-0.035
0.105,0.82,-0.051
-0.023,0.836,-0.051
-0.137,0.836,-0.051
-0.152,0.813,-0.016
-0.199,0.852,0.027
-0.125,0.922,-0.078
-0.027,0.984,-0.055
-0.258,0.953,0.156
-0.426,1.051,0.078
0.188,1.309,-0.188
0.492,1.336,0.113
0.379,1.195,0.148
0.281,1.281,-0.082
0.145,1.398,-0.145
-0.055,1.18,-0.078
-0.012,0.77,-0.059
-0.023,0.68,0.016
-0.012,0.594,-0.02
0.027,0.664,-0.051
0.047,0.672,-0.082
-0.094,0.559,-0.082
-0.16,0.586,-0.172
-0.145,1,-0.063
0.324,1.465,0.109
-0.336,1.609,-0.156
-0.613,1.219,-0.305
0.09,1.676,-0.137
0.395,0.898,-0.188
0.145,0.699,-0.172
0.23,0.875,-0.07
0.328,1.125,0.023
0.266,0.988,-0.055
0.203,0.832,-0.051
0.137,0.809,-0.027
-0.012,0.855,-0.027
-0.063,0.809,-0.02
-0.117,0.875,0.008
-0.109,0.957,0.02
-0.047,0.98,-0.043
-0.066,0.938,-0.023
-0.258,0.953,0.031
-0.203,1.074,-0.008
0.242,1.254,-0.207
0.395,1.293,-0.027
0.422,1.141,0.039
0.422,1.191,-0.09
0.152,1.32,-0.23
-0.059,1.188,-0.145
-0.039,0.895,-0.066
-0.047,0.711,-0.02
-0.047,0.625,-0.039
0.043,0.648,-0.066
0.094,0.676,-0.07
0.039,0.547,-0.066
0.012,0.527,-0.094
0.008,0.789,-0.055
0.016,1.273,0.051
0.035,1.602,0.301
-0.551,1.352,-0.191
-0.156,1.379,-0.055
0.313,1.195,-0.184
0.508,1.051,-0.168
0.473,1.16,-0.059
0.438,0.762,-0.109
0.391,0.777,-0.004
0.348,1.012,0.141
0.219,1.02,0.148
0.105,0.875,0.121
0.039,0.934,0.141
0.137,1.016,0.18
0.195,0.988,0.254
0.078,0.945,0.234
0.023,0.984,0.219
0.063,0.988,0.211
0.117,1.047,0.293
0.043,1,0.348
-0.012,1.023,0.301
-0.125,1.074,0.262
-0.148,0.988,0.227
-0.008,0.883,0.105
0.074,0.957,0.008
0.086,1.09,-0.063
0.109,1.055,-0.168
0.125,1.059,-0.191
0.063,1.016,-0.148
-0.039,0.984,-0.188
-0.016,0.934,-0.188
0,0.879,-0.227
0.016,0.879,-0.176
0.063,0.871,-0.156
0.137,0.93,-0.219
0.164,0.934,-0.117
0.129,0.922,-0.148
0.113,0.961,-0.23
0.098,0.969,-0.094
0.09,0.992,-0.148
0.059,0.992,-0.129
0.047,1,-0.199
0.133,1.074,-0.121
0.105,1.043,-0.168
0.121,0.926,-0.102
0.109,0.914,-0.063
0.109,0.973,-0.066
0.094,1.043,-0.035
0.113,1.02,-0.023
0.09,1.023,-0.016
0.074,0.977,-0.02
0.109,0.98,0.023
0.105,0.984,0.027
0.066,0.992,0.047
0.055,0.996,0.027
0,1.02,0.027
0.016,1.012,0.016
0.012,1,0.012
0.027,1.027,0.02
0.137,0.977,0.039
0.168,0.965,0.023
0.098,0.988,-0.004
0.035,1,-0.031
0.039,0.988,-0.023
0.051,1,-0.012
0.039,1,-0.023
0.039,1,-0.031
0.059,0.988,-0.051
0.059,1,-0.047
0.055,0.992,-0.043
0.055,0.98,-0.051
0.031,0.988,-0.055
0.02,0.996,-0.051
0.035,1.004,-0.047
0.059,0.992,-0.039
0.043,0.969,-0.035
0.031,0.992,-0.016
0.012,0.996,-0.023
-0.012,1.016,-0.02
-0.004,1,-0.027
0.031,0.988,-0.02
0.074,0.98,-0.023
0.082,1.004,-0.016
0.07,0.988,-0.016
0.043,0.992,-0.023
0.031,1,-0.016
0.023,0.988,-0.016
0.027,0.996,-0.016
0.02,0.988,-0.02
0.023,0.992,-0.027
0.02,0.992,-0.02
0.027,0.996,-0.027
0.043,1,-0.016
0.043,0.992,-0.02
0.047,0.996,-0.027
0.035,0.996,-0.023
0.027,0.992,-0.023
0.027,0.992,-0.031
0.027,0.992,-0.027
0.023,0.988,-0.027
0.023,1.008,-0.027
0.035,0.992,-0.023
0.031,0.996,-0.027
0.027,0.992,-0.023
0.023,0.992,-0.02
0.031,0.988,-0.023
0.031,0.996,-0.023
0.035,0.992,-0.031
0.043,0.996,-0.027
0.039,0.984,-0.031
0.031,0.996,-0.035
0.035,0.992,-0.031
0.027,0.996,-0.031
0.008,0.98,-0.023
-0.008,0.992,-0.023
-0.008,1.012,-0.023
0.012,1,-0.027
0.035,0.992,-0.031
0.063,0.992,-0.023
0.066,0.98,-0.027
0.043,1,-0.031
0.031,1,-0.027
0.023,0.992,-0.035
0.023,0.996,-0.039
0.02,0.996,-0.031
0.027,0.992,-0.039
0.027,0.996,-0.031
0.023,0.992,-0.035
0.027,0.996,-0.027
0.035,0.992,-0.023
0.039,1.004,-0.035
0.031,0.996,-0.027
0.031,0.996,-0.031
0.035,0.992,-0.027
0.031,0.992,-0.035
0.027,0.996,-0.027
0.031,0.992,-0.027
0.027,0.992,-0.031
0.031,0.98,-0.027
0.035,1,-0.023
0.035,0.996,-0.027
0.039,0.996,-0.027
0.035,0.988,-0.031
0.031,0.992,-0.031
0.016,0.996,-0.031
0,1.004,-0.031
-0.027,0.992,-0.027
-0.012,0.996,-0.035
0.031,0.996,-0.027
0.059,0.992,-0.027
0.043,0.992,-0.035
0.043,0.992,-0.035
0.027,0.996,-0.039
0.016,0.988,-0.039
0.016,0.992,-0.047
0.008,0.996,-0.039
0.008,0.992,-0.039
0.02,0.992,-0.027
0.023,0.996,-0.035
0.027,0.992,-0.031
0.035,1.004,-0.031
0.039,0.992,-0.039
0.023,0.996,-0.039
0.016,0.996,-0.047
0.008,0.992,-0.043
0.012,0.992,-0.043
0.023,0.992,-0.043
0.027,0.996,-0.039
0.027,0.988,-0.035
0.035,0.992,-0.031
0.039,0.988,-0.027
0.035,0.992,-0.031
0.027,1.004,-0.031
0.043,0.992,-0.031
0.051,0.996,-0.035
0.047,1.004,-0.031
0.051,0.992,-0.031
0.039,0.992,-0.035
0.02,0.996,-0.031
-0.02,0.996,-0.031
-0.031,1.004,-0.027
-0.008,0.996,-0.031
0.027,0.992,-0.031
0.063,0.992,-0.043
0.063,0.996,-0.039
0.047,0.992,-0.043
0.02,0.992,-0.047
0.016,0.992,-0.051
0.02,0.996,-0.051
0.016,0.996,-0.039
0.02,1.004,-0.047
0.023,0.992,-0.043
0.027,0.992,-0.031
0.023,0.996,-0.031
0.027,0.992,-0.031
0.039,0.992,-0.031
0.031,0.992,-0.039
0.035,0.992,-0.043
0.031,0.996,-0.039
0.023,0.992,-0.039
0.023,0.992,-0.051
0.027,0.988,-0.039
0.027,0.996,-0.043
0.027,0.996,-0.039
0.039,0.992,-0.035
0.035,1.012,-0.031
0.039,0.996,-0.043
0.035,0.992,-0.031
0.027,0.992,-0.035
